Id,Semester,AcademicLevel,Subject,Campus,Title,Instructors,DeliveryMode,InstructionalFormat,Schedule,Units,Capacity,Enrolled,Status,StartDate,EndDate,Co-LocatesWith,Description
COURSE_SECTION_DEFINITION-3-33839,Spring 2021,Undergraduate,Diversity Studies,TBD,DIVSM-3000-5 : Black Experimental Narrative,Leila Weefur,Online,Seminar,"Wed 8:00-09:25AM, Online - HS-5",3,17,0,Open,2021-01-25,2021-05-09,DIVSM-2000-4: Black Experimental Narrative,"Diversity Studies Seminars are in-depth experiences in the study of multiculturalism and cultural diversity in American society and in societies that have impacted American society. Courses expose students to and inform students about the contributions of African Americans, Asian Americans, Native Americans and Latinos to American culture, history, and society.How do Black artists and filmmakers use materials, space, and language to construct the subjective space of storytelling? This course will survey the aesthetics, history, and theories that characterize experimental Black cinema and video art through a comprehensive range of filmmakers and artists that have contributed work to the canon. This course will help to situate you as informed, critically engaged readers/viewers of experimental media works. Emphasis is on the experimental application of the media, and discussions of the history and aesthetics of film and video as an art form. Assignments will consist of projects that are a reflection of distilled elements of film/video and narrative building. There will be directed reading and screenings each week."
COURSE_SECTION_DEFINITION-3-33860,Spring 2021,Undergraduate,Diversity Studies,TBD,DIVST-3000-6 : Catalyst for Change,Pallavi Sharma,Online,Studio,"Tue 7:00-08:55PM, Online - HS-4",3,16,0,Open,2021-01-25,2021-05-09,DIVST-2000-4: Catalyst for Change,"The course investigates how present day Asian American artists are contesting societal assumptions and subverting stereotypes through their socially engaged art practices and participation in local as well as global social movements. The students will create art projects with strong sociological and political bents, which address the undercurrent problems related, but not limited to, class gender and ethnicity. Through gallery/studio visits, reviews, online exchanges, and discussions with the members of cultural and artistic Asian American collectives, students will learn critical and conceptual framework to examine the body of works of selected artists and will learn to understand the strategies of resistance and empowerment movements."
COURSE_SECTION_DEFINITION-3-32775,Fall 2020,Undergraduate,Diversity Studies,TBD,DIVSM-3000-7 : Spirituality as Resistance,Vreni Michelini-Castillo,Online,Seminar,"Wed 8:00-11:00AM, Online - HS-1",3,17,14,Closed,2020-09-02,2020-12-15,DIVSM-2000-3: Spirituality as Resistance,"Diversity Studies Seminars are in-depth experiences in the study of multiculturalism and cultural diversity in American society and in societies that have impacted American society. Courses expose students to and inform students about the contributions of African Americans, Asian Americans, Native Americans and Latinos to American culture, history, and society.In this course we will learn about the significance of spirituality through the voices of people of color, people of the Diasporas. We will delve into the philosophies that shaped the conceptual formation of sacred spaces. Understanding the rising of these sensibilities through a cyclical context: from the loci of various Indigenous roots, the last 527 years of incorporating/shedding imposed colonial forces (Genocide, Christianity, Catholicism, Slavery, Patriarchy, Censorship, Capitalism) and braiding diasporic influences (African, Middle Eastern, Asian, Xicanx, Latinx, forthcoming). Our course has two major components, theory and practice, through which we will reflect and act on the importance of spiritual practices within resistance movements permeating the power configurations of the nation/state in the Americas"
COURSE_SECTION_DEFINITION-3-33847,Spring 2021,Undergraduate,Diversity Studies,TBD,"DIVSM-3000-8 : Gender, Class, & Production: A History of Lace",Erin Algeo,Online,Seminar,"Wed 8:00-09:25AM, Online - HS-6",3,17,1,Open,2021-01-25,2021-05-09,"DIVSM-2000-14: Gender, Class, & Production: A History of Lace","Lace today is the epitome of femininity, adoring everything from lingerie and t-shirts, to wedding dresses and thigh high boots. It can be edgy or virginal, ruinously expensive or cheap. Worn by wealthy aristocrats and royalty of both sexes the length of Europe, for three hundred years lace was a highly fashionable textile artform that graced nearly every article of clothing, accessories, home décor, and more. It was traded for land, cost the modern equivalent of hundreds of thousands, and its manufacture was considered a trade secret. Lace in its most popular form was a luxury commodity whose market and production European kingdoms plotted to dominate. For much of its history, lacemaking was taught as a needlework technique to young aristocratic women at the same time it was taught as a subsistence occupation to labouring boys and girls in poor communities, religious institutions, and workhouses. The transformations wrought by the Consumer revolution, the French Revolution, and the Industrial Revolution of the eighteenth century combined with technical developments in the nineteenth century altered the lace industry forever by making it more available and more affordable. In this class we will explore the history of lace and the parallels between the ways gender, class, ethnicity, and geographic location influence concepts of value in the past and today. We will examine how colonialism and economics played their part in the history and present-day face of lace. Diving into how the different types of lace lent themselves to particular economic structures and production strategies, we’ll cover the ways the physical nature of lace impacted its development."
COURSE_SECTION_DEFINITION-3-33862,Spring 2021,Undergraduate,Diversity Studies,TBD,DIVST-3000-8 : Hybrid-ism and Multi-ethnicity,Mariella Poli,Online,Studio,Wed 5:00-06:55PM,3,16,1,Open,2021-01-25,2021-05-09,,"This interdisciplinary course will explore the geopolitics and culture of &#34;Hybrid-ism&#34; and establish an international discourse between the students from California College of the Arts and Accademia delle Belle Arti Palermo, Sicily, Italy. Throughout the semester there will be online interaction (blog) between students from CCA &amp; ABAP. This conversation is based on an exchange of ideas from student work, based on a similar topic, in progress and will result in a collaboratively designed &amp; produced catalog and an international exhibition. The diverse cultural landscape within San Francisco continues to evolve, each new wave of immigration over generations both transform and are transformed through existing world communities creating hybrids of cultural identity or &#34;Hybrid-ism&#34;. This course will research and explore through design and visual art, the social, political, economic and cultural impacts of &#34;Hybrid-ism&#34; within our local immigrant and under-represented communities. Through visits to activist organizations, performance art cooperatives, artist studios, and an online exchange with art and design students from the Accademia delle Belle Arti Palermo, Sicily, Italy. The student will gain insight into contemporary global immigrant community struggles with identity and assimilation. The students will produce works through a discipline of their choice (art, design, architecture), that reflect an understanding of the dilemma facing new immigrants or refugees as well as their influences on local and global culture. The course will conclude with a possible International Exhibition, San Francisco &amp; Palermo, Italy and a book/catalog."
COURSE_SECTION_DEFINITION-3-32776,Fall 2020,Undergraduate,Diversity Studies,TBD,DIVSM-3000-8 : Popular Cultures,Lydia Nakashima Degarrod,Online,Seminar,Wed 4:00-07:00PM,3,17,17,Closed,2020-09-02,2020-12-15,,"Diversity Studies Seminars are in-depth experiences in the study of multiculturalism and cultural diversity in American society and in societies that have impacted American society. Courses expose students to and inform students about the contributions of African Americans, Asian Americans, Native Americans and Latinos to American culture, history, and society.This course examines the creation of popular cultures and their practices at different historical periods and across cultures. It explores the practice of graffiti and hip hop in the United States, Asia and Latin America; crafts and art as forms of political resistance in Chile and South Africa; clothing as forms of individual expression and cultural resistance such as the zoot suits, punk clothing, and Japanese girls teenager fashion, and the creation of superheroes, their mass appeal, and the appropriation of these characters by ordinary people in Mexico and in the United States. The concept of popular culture will also be examined in relationship to folk art, mass media and global art. In addition issues of race, ethnicity and gender will be examined in association with popular culture."
COURSE_SECTION_DEFINITION-3-32780,Fall 2020,Undergraduate,Diversity Studies,TBD,DIVST-3000-9 : Race and Comics,Breena Nunez,Online,Studio,"Wed 9:00AM-03:00PM, Online - HS-3",3,16,14,Closed,2020-09-02,2020-12-15,DIVST-2000-3: Race and Comics,"Diversity Studies Studios introduce students to the interrelations between race/ethnicity, art making and design practices. These courses complement the Diversity Studies Seminars with their hands-on approach in which themes of ethnic identity are incorporated into studio and community practices.In this course we will explore the art of visual storytelling through comics while critically analyzing the approaches author/artists use towards representing people of color. Students also see how comic book artists creatively depict subject matter such as colonization, displacement, gentrification and colorism through the medium. The assigned reading material will cover different genres of comics while we examine some comics theory, process, and the power structures that are present within the comics industry."
COURSE_SECTION_DEFINITION-3-33846,Spring 2021,Undergraduate,Diversity Studies,TBD,DIVSM-3000-9 : Spirituality as Resistance,Vreni Michelini-Castillo,Online,Seminar,"Wed 9:30-10:55AM, Online - HS-4",3,17,1,Open,2021-01-25,2021-05-09,DIVSM-2000-5: Spirituality as Resistance,"In this course we will learn about the significance of spirituality through the voices of people of color, people of the Diasporas. We will delve into the philosophies that shaped the conceptual formation of sacred spaces. Understanding the rising of these sensibilities through a cyclical context: from the loci of various Indigenous roots, the last 527 years of incorporating/shedding imposed colonial forces (Genocide, Christianity, Catholicism, Slavery, Patriarchy, Censorship, Capitalism) and braiding diasporic influences (African, Middle Eastern, Asian, Xicanx, Latinx, forthcoming). Our course has two major components, theory and practice, through which we will reflect and act on the importance of spiritual practices within resistance movements permeating the power configurations of the nation/state in the Americas"
COURSE_SECTION_DEFINITION-3-32781,Fall 2020,Undergraduate,Diversity Studies,TBD,"DIVST-3000-10 : Your Art, Your Impact: Education and Community Development ",Amana Harris,Online,Studio,Tue/Fri 8:00-11:00AM,3,16,15,Open,2020-09-02,2020-12-15,,"This course takes a new look at contemporary art issues. We will look at art that incorporates spiritual and ethical renewal, as well as social responsiveness and environmental transformation, as methods employed by a growing movement of activist artists. Students will work in the ways they are accustomed to as studio artists, while also taking these skills outside the studio to create community-based arts projects that address local social and environmental concerns. The heart of this course is the notion that artists are problem solvers, and with this inherent skill we can work on solutions to many of the important issues of our times, as artists. Half of or time will be spent in the classroom, creating student-designed project proposals. The otherhalf of our time will be spent working out in the community. We will work on site-specific art projects in collaboration with several community-based organizations and neighborhood groups located in West Oakland. Students will make the transition from their studio work to working in community in public settings. Diversity Studies Studios introduce students to the interrelations between race/ethnicity, art making and design practices. These courses complement the Diversity Studies Seminars with their hands-on approach in which themes of ethnic identity are incorporated into studio and community practices."
COURSE_SECTION_DEFINITION-3-32765,Fall 2020,Undergraduate,Diversity Studies,TBD,DIVSM-3000-10 : Indigeneities,Sean Nash,Online,Seminar,Tue 12:00-03:00PM,3,17,16,Closed,2020-09-02,2020-12-15,,"Diversity Studies Seminars are in-depth experiences in the study of multiculturalism and cultural diversity in American society and in societies that have impacted American society. Courses expose students to and inform students about the contributions of African Americans, Asian Americans, Native Americans and Latinos to American culture, history, and society.What does it mean to be indigenous? Who defines it and what implications does it have on the development of culture and personal narrative? How have indigenous cultures been portrayed in western art history? Are contemporary films more or less sensitive to the treatment of native peoples than they have been in the past? In this class we will survey the treatment of indigenous cultures from around the world with a specific interest in the tribes and peoples of the Americas as it relates to the formation of our national identity. in this class attention will be paid to how international myths and stories inform our perception of cultures outside the U.S. We will examine the way indigenous tribes of northern Europe are portrayed in documentary as well as fantasy films and reflect on the adoption and appropriation of prehistoric myths and plot lines as they are exploited in contemporary film and literature. Simply, we will reflect upon what it means to be “from” somewhere and how that informs our decisions and ideas about making art and art history."
COURSE_SECTION_DEFINITION-3-32766,Fall 2020,Undergraduate,Diversity Studies,TBD,DIVSM-3000-11 : Globalization and Hip Hop,Rickey Vincent,Online,Seminar,Tue 4:00-07:00PM,3,17,19,Closed,2020-09-02,2020-12-15,,"Diversity Studies Seminars are in-depth experiences in the study of multiculturalism and cultural diversity in American society and in societies that have impacted American society. Courses expose students to and inform students about the contributions of African Americans, Asian Americans, Native Americans and Latinos to American culture, history, and society.This course will explore the impact of global capitalism, or &#34;Globalization&#34; on Communities of Color in the United States, and around the world. The course will first explore the nature of globalization in the political, economic and cultural dimensions, with an emphasis on the cultural elements. The propagation of Hip Hop culture around the world is an example of the cultural dimension of globalization, and this will be a theme of the course. The multi-ethnic roots of Hip Hop performance practices will be explored, as well as the appropriation of Hip Hop as a resistance culture in locations around the world. In addition to the rise of Hip Hop, three sites of inquiry will be covered in this class: the Anti-apartheid movement of the 1980s, which was a worldwide social movement and an early indication of a digitally connected &#34;global consciousness.&#34; Secondly, the commercially successful growth and expansion of Hip Hop culture into - and out of - Asia.; finally, the connections between Islam and Hip hop will be examined, as a contiguous example of a globalized youth consciousness throughout the history of hip hop practices, lifestyles and sensibilities."
COURSE_SECTION_DEFINITION-3-33836,Spring 2021,Undergraduate,Diversity Studies,TBD,DIVSM-3000-11 : From Be-Bop to Hip Hop,Rickey Vincent,Online,Seminar,"Wed 9:30-10:55AM, Online - HS-5",3,17,0,Open,2021-01-25,2021-05-09,DIVSM-2000-9: From Be-Bop to Hip Hop,"An interdisciplinary analysis of the aesthetics and politics of black popular music since WWII with an emphasis on the &#34;Black Revolution&#34; of the 1960s. The many great changes in black music, from Swing to Bop to Rhythm and Blues, through Soul, Rock, Funk, Reggae, Disco, and Hip Hop are analyzed in terms of their expressions of African American beliefs and values, both traditional and contemporary. Students will come to understand the many aesthetic links between black popular music, politics and culture, and the relationship to national identity and the struggle for freedom and self-determination."
COURSE_SECTION_DEFINITION-3-33849,Spring 2021,Undergraduate,Diversity Studies,TBD,DIVST-3000-11 : Radical Redesign,Shalini Agrawal,Online,Studio,Wed 5:00-06:55PM,3,16,3,Open,2021-01-25,2021-05-09,,"This studio will identify areas or opportunities within design processes to radically redesign. Starting with existing systems that serve as universal modes of problem-solving, we will investigate how these systems might be biased and exclusionary. How might we identify our blindspots towards greater inclusion? How might issues of diversity such as race, gender and culture, influence standard design processes? How might we learn from each other’s lived experiences as resources to expand the design process? Through readings and guest speakers, we will investigate those who have historically been excluded from design. Students will examine design processes and engage in workshops and hands-on, collaborative projects to understand new design approaches, and propose alternate methods of what designing with, instead of for, might look like."
COURSE_SECTION_DEFINITION-3-32782,Fall 2020,Undergraduate,Diversity Studies,TBD,DIVST-3000-11 : Multiculturalism & Identity,Mariella Poli,Online,Studio,Mon 9:00AM-03:00PM,3,16,15,Open,2020-09-02,2020-12-15,,"Cross-Discipline: Focus on Graphic Design/ Architecture/ Film/ Interior Design/ Illustration/ Photography/ Interaction DesignThis interdisciplinary course will explore current and historical perceptions and effects socio- economic structure and policies have had on the everyday lives of specific ethnic groups and multi- cultural communities with regard to Identity and Race within the fabric of our city. The focus this semester will be on three distinctive ethnic groups, African American, Latinx, Asian American. The class will be divided in three small groups, each group will be designated one of the ethnic groups. There will be collaborative research, reading discussions and presentations connected with Race &#43; Identity &#43; Anti-Racism &#43; Racial Equality.Through collaborations with participating local Community Organizations (if available online) in various neighborhoods, the student will gain a better understanding of the everyday life of marginalized communities and the challenges they face. Areas and issues such as the representation the power of space both physical and psychological, public place (urban fabric) or private (intimate space) will help frame discussions as they relate to personal or cultural identities (race, class, religion and gender roles) and the inequalities that exists within these frameworks. The students will individually propose a project for the semester based on the course’s content. Students will produce works using a discipline of their choice (art, design, architecture) and through historical and political research, cultural and aesthetic experiences, produce works that reflect an understanding of the complexity facing these marginalized multi-cultural communities and ethnic groups through the lens of, identity, racism, inequality. The students’ work will culminate in a book/catalog."
COURSE_SECTION_DEFINITION-3-32783,Fall 2020,Undergraduate,Diversity Studies,TBD,DIVST-3000-12 : Catalyst for Change,Pallavi Sharma,Online,Studio,Thu 12:00-06:00PM,3,16,14,Open,2020-09-02,2020-12-15,,"Diversity Studies Studios introduce students to the interrelations between race/ethnicity, art making and design practices. These courses complement the Diversity Studies Seminars with their hands-on approach in which themes of ethnic identity are incorporated into studio and community practices.The course investigates how present day Asian American artists are contesting societal assumptions and subverting stereotypes through their socially engaged art practices and participation in local as well as global social movements. The students will create art projects with strong sociological and political bents, which address the undercurrent problems related, but not limited to, class gender and ethnicity. Through gallery/studio visits, reviews, online exchanges, and discussions with the members of cultural and artistic Asian American collectives, students will learn critical and conceptual framework to examine the body ofworks of selected artists and will learn to understand the strategies of resistance and empowerment movements."
COURSE_SECTION_DEFINITION-3-34571,Summer 2020,Undergraduate,Diversity Studies,San Francisco,DIVST-3000-12 : RADICAL LOCAL: Global Explorations in the Pandemic Era (Online),Lisa Findley,Online,Studio,"Every Weekday 10:00AM-03:00PM, San Francisco - Main Building - 210",3,15,4,Closed,2020-06-02,2020-06-29,ARCHT-5070-6: RADICAL LOCAL: Global Explorations in the Pandemic Era (online) | ARCHT-5600-6: RADICAL LOCAL: Global Explorations in the Pandemic Era (online) | MARCH-6260-2: RADICAL LOCAL: Global Explorations in the Pandemic Era (online),"LOCAL means a whole new thing in the era of the pandemic. With global and national supply chains withering, with air travel interrupted, and with our movement limited to the walk-able world, we are all confined to the Local. But what does Local really mean? How, as architects, might we learn about the potentials of the Local? What makes up the mysterious confluence of factors that result in the thing we call Place? Is it Culture? Climate? Materials? The translation and manipulation of those materials through craft, technique, and technology? The studio seeks to understand these questions.While we live in local environments where these factors have been overrun by globalization, there are places all over the world where this is not the case. Of particulate interest to us, there are vital contemporary architectural practices who operate within a critique of globalization; a wariness of international media, trends, and styles; a disdain for the impacts of “flat world” labor, material supply and environmental impacts; and an exploration of both form and architectural production that is profoundly local in material, construction craft and technique, capacity building, and sustainability (environmental, social, economic and cultural). Often the most inventive and remarkable projects by these practices are located in rural places in Third World countries. The creativity motivated by constrained circumstances and marginal locales has important lessons for us today. This studio proposes to travel to four widely dispersed, and wildly different, places to re-learn about the range of formulations, qualities, and opportunities of the Local.We will be taking advantage of leaving our physical bodies behind to explore locales in India, China, Mexico, and South Africa/Namibia The vehicle for this travel will be your laptop (no passport, visas, or inoculations required). Your lodging: your own bed. Your meals: your own kitchen. The studio materials will include -- along with the usual readings, lectures, tours, and projects -- easy-to-prepare recipes links to music, films and dance, and a wide array of other cultural activities from our chosen locales.This unusual “travel” format also allows us to engage architects from around the world. These visiting faculty will give us studio tours and lectures, and participate in discussions and reviews. So far the invitation list includes: Bijoy Jain (India), Anna Heringer (Germany &#43; Bangladesh), Anupama Kundoo (India), Rahul Merothra (India), Hua Li (China), Liu Jiakun (China), Xiao Deli (China), Wang Shu (China) Lu Wenyu (China), Lee Shu Fan (Hong Kong), Jorge Gracia (Mexico), Elena Tudela (Mexico), Diego Ricalde (Mexico), Raul Cabra (Mexico), Mpethi Morojele (South Africa), Jhono Bennet (South Africa), Mpho Matsipa (South Africa), Jo Noero (South Africa), Nina Maritz (Namibia), Vo Trong Nghia (Vietnam), Brit Andresen (Australia), Glenn Murcutt (Australia)During the studio, each student will keep a collage travel journal using all kinds of materials including: “travel” notes, mappings, hand drawings, a bibliography, collage, reading responses, photos, notes from studio “visits” and lectures, and so on. This journal, along with four portfolio-worthy exploratory drawings (one for each locale), will constitute the output of the studio.This 3-credit studio fulfills one of the following:BArch Students: Advanced Architecture Studio Architecture Elective Diversity Studies Studio Open Elective Other Undergraduate Students Diversity Studies Studio Open Elective Possible other with approval of Program Chair MArch Students: Open Elective Possible other with approval of Program Chair Other Graduate Students: Open Elective Possible other with approval of Program Chair Course Prerequisites: BArch: Studio 4 Other Undergraduates: completion of Junior year or explicit waiver by instructor MArch: Studio 2 Other Graduate Students: open"
COURSE_SECTION_DEFINITION-3-32767,Fall 2020,Undergraduate,Diversity Studies,TBD,DIVSM-3000-12 : Contemporary Black Women Artists Breaking the Modes,Karen Seneferu,Online,Seminar,Thu 8:00-11:00AM,3,17,8,Open,2020-09-02,2020-12-15,,"Diversity Studies Seminars are in-depth experiences in the study of multiculturalism and cultural diversity in American society and in societies that have impacted American society. Courses expose students to and inform students about the contributions of African Americans, Asian Americans, Native Americans and Latinos to American culture, history, and society."
COURSE_SECTION_DEFINITION-3-33837,Spring 2021,Undergraduate,Diversity Studies,TBD,DIVSM-3000-12 : A History of US People of Color,Melinda De Jesus,Online,Seminar,"Wed 5:00-06:25PM, Online - HS-6",3,17,0,Open,2021-01-25,2021-05-09,DIVSM-2000-10: A History of US People of Color,"This course is an introduction to Ethnic Studies that will survey selected historical moments in order to explore the complexities of life in the United States. Analyzing the entangled histories of colonialism, slavery, imperialism, racism, disenfranchisement, and labor, we will examine how different peoples become &#34;American.&#34; We will focus on the racialization of American Indians, African Americans, Chicanos and Latinos, and Asian Americans with regard to conceptions of identity and citizenship across multiple categories of difference including gender, class, ethnicity, and sexuality. We will delve specifically into the histories of Oakland&#39;s communities of color, and study their stories of resistance, struggle, and triumph. This class is a cross-listed upper-division seminar and will require a significant time commitment on your part to complete the required readings and writing assignments, as well as to prepare critical, informed contributions to each class’s discussion. We will engage in intensive academic work around issues of race, ethnicity, power and white privilege."
COURSE_SECTION_DEFINITION-3-33850,Spring 2021,Undergraduate,Diversity Studies,TBD,DIVST-3000-12 : Painting in Communities,Keith Thomas,Hybrid,Studio," Meeting Time TBD | Tue 10:00-11:55AM, Online - HS-7",3,16,0,Open,2021-01-25,2021-05-09,DIVST-2000-3: Painting in Communities,"The purpose of this class is to expose students to an expanded view of art practices and potentialities in various communities and settings, including but not restricted to those that are not affirmed within the &#34;mainstream.&#34; Implicit in the structure of this course is the attempt to experience life beyond the campus and the relevance of art in differing contexts, in this case, especially to painting. There will be a wide range of institutions, venues, and communities considered, as well as interactions that intersect race and class boundaries which especially distinguish the ethnic communities in question. We will encounter art in a downtown corporate office building, in a community center, in a school, a restaurant, and on walls. Painting will be considered in a broad sense, as a two- dimensional art impulse that utilizes a wide range of materials and techniques: e.g., murals, graffiti, quilting, banners, and billboards, as well as standard paintings in acrylic or oil."
COURSE_SECTION_DEFINITION-3-33840,Spring 2021,Undergraduate,Diversity Studies,TBD,DIVSM-3000-13 : 'Tryin' to Get Free': Foundations and Futures of Intersectionality,Rekia Jibrin,Online,Seminar,"Wed 9:30-10:55AM, Online - HS-2",3,17,0,Open,2021-01-25,2021-05-09,DIVSM-2000-3: 'Tryin' to Get Free': Foundations and Futures of Intersectionality | SSHIS-3000-7: 'Tryin' to Get Free': Foundations and Futures of Intersectionality,"This course explores critical Black feminist thought. Using an intersectional approach, we will explore a breadth of work produced by and about Black women who too often lose their rightful place as leaders of revolution and struggle. Upon studying the practice and revolutionary politics of women who not only criticized capitalism but also challenged it, what frameworks of analysis do we gain from them that we can use to make sense of our contemporary moment? What limitations do we still face? Our course will examine historical figures like Harriet Tubman, Ella Baker and Mamie Till who radicalized freedom struggles as much as we will explore the ways critical Black feminist frameworks have been depoliticized within the liberal university settings that produce our newest revolutionaries. We will explore these tensions and contradictions as we work to theorize the dialectical entanglements of race, gender, and capitalism. We will ask ourselves what critical Black feminist thinking means for our collective liberation, and how we can articulate these visions of freedom in what we produce."
COURSE_SECTION_DEFINITION-3-32768,Fall 2020,Undergraduate,Diversity Studies,TBD,DIVSM-3000-13 : World Music,William Rossel,Online,Seminar,Wed 12:00-03:00PM,3,17,18,Closed,2020-09-02,2020-12-15,,"Diversity Studies Seminars are in-depth experiences in the study of multiculturalism and cultural diversity in American society and in societies that have impacted American society. Courses expose students to and inform students about the contributions of African Americans, Asian Americans, Native Americans and Latinos to American culture, history, and society.World Music will cover the regions of Europe, India, South America, Africa, Indonesia, China, Japan, and the Middle East. The students will acquire knowledge of musical instruments, personalities, philosophies, and religious views. Also, we will cover basic musical notation, tuning systems, and the study of scales."
COURSE_SECTION_DEFINITION-3-32784,Fall 2020,Undergraduate,Diversity Studies,TBD,DIVST-3000-13 : Telling Stories,Taraneh Hemami,Online,Studio,Wed 12:00-06:00PM,3,16,16,Closed,2020-09-02,2020-12-15,,"Diversity Studies Studios introduce students to the interrelations between race/ethnicity, art making and design practices. These courses complement the Diversity Studies Seminars with their hands-on approach in which themes of ethnic identity are incorporated into studio and community practices.Telling Stories is an interdisciplinary studio course that explores and examines how art has contributed to the articulation of ethnic identity in this country. The course will focus on the development of collaborative projects and artistic initiatives that involve the community on various levels from process to presentation. It will also offer an opportunity for creative exchange with the Interactions project. Visiting community leaders and artists will be invited to present and discuss their work."
COURSE_SECTION_DEFINITION-3-33852,Spring 2021,Undergraduate,Diversity Studies,TBD,DIVST-3000-13 : World Poetry of Resistance,Devorah Major,Online,Studio,Wed 5:00-06:55PM,3,16,0,Open,2021-01-25,2021-05-09,,"This course will look at how poetry has been used as an act of resistance in various world struggles. Poems by soldiers, revolutionaries, and abolitionists will be studied. Individual poets who used their poetry as an act of resistance will also be studied. The lines between rhetoric, dogma, and art in &#34;social&#34; poetry will be examined. Students will complete two projects that will, in some innovative way bring poetry and resistance to the larger community (e.g. not a traditional poetry audience). One project must be a collaboration, one project will include an interaction with high school students. Course will include a limited poetry writing and reading/performance component."
COURSE_SECTION_DEFINITION-3-33854,Spring 2021,Undergraduate,Diversity Studies,TBD,DIVST-3000-14 : Non-Conforming: Disability and the Arts,Noga G Wizansky,Online,Studio,Tue 10:00-11:55AM,3,16,3,Open,2021-01-25,2021-05-09,,"How and why have some human bodies and minds been regarded as incompatible with full participation in social-cultural life or competent citizenship? Through wide ranging readings, screenings, conversations, writing and creative work this hybrid course will explore and also unsettle societal constructions of ability and disability. Placing focus on the arts and visual culture, we’ll consider such questions as, which bodies and minds have access to representation, education, reception and creative work itself? How are our habits of both looking and making conditioned by norms of ableism and associated qualities including “skill,” “stamina,” “beauty” and “criticality”? We will explore deep intersections between disability justice and social struggles in the areas of race, ethnicity, gender, sexuality and class; as well as urgent issues of the environment, labor, and poverty. For help engaging these themes, we’ll delve into practices of artists and designers, who take them on with passion, humor, irony and radical imagination from within the lived experience of disability. Underlying our work this semester is a challenge raised by disabled artists and cultural workers to understand disability not simply as a form of living to be accommodated by normative, so-called abled-bodied society, but an embodied form of knowledge offering unique insights into the vast diversity of body-minds inhabiting the world, including our own. "
COURSE_SECTION_DEFINITION-3-32769,Fall 2020,Undergraduate,Diversity Studies,TBD,DIVSM-3000-14 : Shamanism and Art,Lydia Nakashima Degarrod,Online,Seminar,"Thu 4:00-07:00PM, Online - HS-1",3,17,3,Closed,2020-09-02,2020-12-15,SSHIS-3000-6: Shamanism and Art,"Diversity Studies Seminars are in-depth experiences in the study of multiculturalism and cultural diversity in American society and in societies that have impacted American society. Courses expose students to and inform students about the contributions of African Americans, Asian Americans, Native Americans and Latinos to American culture, history, and society.This course will examine the relationship between shamanism and art. We will start at our beginning as modern humans during the Paleolithic and examine the evidence for the simultaneous origin of shamanism and image making as it is revealed in the cave paintings in Europe, the Americas, and Africa. We will examine the practice of shamanism in traditional societies, and the roles of the shaman as performer, storyteller, and as image maker. Finally, we will discuss the image of the shaman in the creation and practice of modern and contemporary art, and among new age practitioners."
COURSE_SECTION_DEFINITION-3-33838,Spring 2021,Undergraduate,Diversity Studies,TBD,"DIVSM-3000-14 : Migrants, Exiles, Refugees",Lydia Nakashima Degarrod,Online,Seminar,"Tue 9:30-10:55AM, Online - HS-4",3,17,0,Open,2021-01-25,2021-05-09,"SSHIS-2000-3: Migrants, Exiles, Refugees | DIVSM-2000-15: Migrants, Exiles, Refugees","Migrants, Exiles, Refugees: Dislocation and Displacement in the 21st Century The United Nations has reported that the number of displaced people-due to war conflict, persecution, and poverty-- in the world has surpassed 60 million, larger than the populations of many countries of the world. This anthropological course will examine the roots of these forms of forced migration, the new formations of identity, and the emergent concepts of home and belonging."
COURSE_SECTION_DEFINITION-3-34633,Summer 2020,Undergraduate,Diversity Studies,,DIVST-3000-14 : Race and Comics (Online),Breena Nunez,Online,Studio,,3,15,13,Open,2020-06-22,2020-08-07,,"In this course we will explore the art of visual storytelling through comics while critically analyzing the approaches author/artists use towards representing people of color. Students also see how comic book artists creatively depict subject matter such as colonization, displacement, gentrification and colorism through the medium. The assigned reading material will cover different genres of comics while we examine some comics theory, process, and the power structures that are present within the comics industry.Diversity Studies Studios introduce students to the interrelations between race/ethnicity, art making and design practices. These courses complement the Diversity Studies Seminars with their hands-on approach in which themes of ethnic identity are incorporated into studio and community practices."
COURSE_SECTION_DEFINITION-3-33531,Fall 2020,Undergraduate,Diversity Studies,TBD,DIVST-3000-15 : Painting in Communities,Keith Thomas,Online,Studio,Mon 9:00AM-03:00PM,3,16,17,Closed,2020-09-02,2020-12-15,,"Diversity Studies Studios introduce students to the interrelations between race/ethnicity, art making and design practices. These courses complement the Diversity Studies Seminars with their hands-on approach in which themes of ethnic identity are incorporated into studio and community practices.The purpose of this class is to expose students to an expanded view of art practices and potentialities in various communities and settings, including but not restricted to those that are not affirmed within the &#34;mainstream.&#34; Implicit in the structure of this course is the attempt to experience life beyond the campus and the relevance of art in differing contexts, in this case, especially to painting. There will be a wide range of institutions, venues, and communities considered, as well as interactions that intersect race and class boundaries which especially distinguish the ethnic communities in question. We will encounter art in a downtown corporate office building, in a community center, in a school, a restaurant, and on walls. Painting will be considered in a broad sense, as a two- dimensional art impulse that utilizes a wide range of materials and techniques: e.g., murals, graffiti, quilting, banners, and billboards, as well as standard paintings in acrylic or oil."
